date,max_dew_point_v,max_dew_point_s,max_dew_point_c,max_dew_point_d,max_relative_humidity_v,max_relative_humidity_s,max_relative_humidity_c,max_relative_humidity_d,max_temperature_v,max_temperature_s,max_temperature_c,max_temperature_d,max_wind_speed_v,max_wind_speed_s,max_wind_speed_c,max_wind_speed_d,min_dew_point_v,min_dew_point_s,min_dew_point_c,min_dew_point_d,min_relative_humidity_v,min_relative_humidity_s,min_relative_humidity_c,min_relative_humidity_d,min_temperature_v,min_temperature_s,min_temperature_c,min_temperature_d,min_wind_speed_v,min_wind_speed_s,min_wind_speed_c,min_wind_speed_d,precipitation_v,precipitation_s,precipitation_c,precipitation_d,rain_v,rain_s,rain_c,rain_d,snow_v,snow_s,snow_c,snow_d,snow_on_ground_v,snow_on_ground_s,snow_on_ground_c,snow_on_ground_d,solar_radiation_v,solar_radiation_s,solar_radiation_c,solar_radiation_d
2023-03-25,-2.07,6.42,450,"1993-03-18 2022-04-01",82.58,14.22,450,"1993-03-18 2022-04-01",5.35,6,450,"1993-03-18 2022-04-01",25.84,8.65,450,"1993-03-18 2022-04-01",-9.51,6.56,450,"1993-03-18 2022-04-01",47.08,15.58,450,"1993-03-18 2022-04-01",-4.39,5.32,450,"1993-03-18 2022-04-01",5.6,4.88,450,"1993-03-18 2022-04-01",2.02,4.59,450,"1993-03-18 2022-04-01",1.36,4,450,"1993-03-18 2022-04-01",0.77,2.55,450,"1993-03-18 2022-04-01",13.1,19.21,450,"1993-03-18 2022-04-01",13952,6809.49,105,"2016-03-18 2022-04-01"
2023-03-24,-2.49,6.54,450,"1993-03-17 2022-03-31",82.1,14.35,450,"1993-03-17 2022-03-31",5.1,6.14,450,"1993-03-17 2022-03-31",25.52,8.68,450,"1993-03-17 2022-03-31",-9.88,6.71,450,"1993-03-17 2022-03-31",46.79,15.39,450,"1993-03-17 2022-03-31",-4.76,5.49,450,"1993-03-17 2022-03-31",5.54,4.83,450,"1993-03-17 2022-03-31",1.93,4.47,450,"1993-03-17 2022-03-31",1.3,3.91,450,"1993-03-17 2022-03-31",0.76,2.49,450,"1993-03-17 2022-03-31",14.1,20.38,450,"1993-03-17 2022-03-31",14005,6788.66,105,"2016-03-17 2022-03-31"
2023-03-23,-2.88,6.54,450,"1993-03-16 2022-03-30",81.76,14.26,450,"1993-03-16 2022-03-30",4.63,6.13,450,"1993-03-16 2022-03-30",25.64,8.83,450,"1993-03-16 2022-03-30",-10.27,6.77,450,"1993-03-16 2022-03-30",46.96,15.46,450,"1993-03-16 2022-03-30",-5.2,5.54,450,"1993-03-16 2022-03-30",5.56,4.81,450,"1993-03-16 2022-03-30",1.86,4.4,450,"1993-03-16 2022-03-30",1.24,3.82,450,"1993-03-16 2022-03-30",0.76,2.54,450,"1993-03-16 2022-03-30",15.2,21.6,450,"1993-03-16 2022-03-30",14531,6508.71,105,"2016-03-16 2022-03-30"
2023-03-22,-3.06,6.53,450,"1993-03-15 2022-03-29",81.89,14.14,450,"1993-03-15 2022-03-29",4.25,6.05,450,"1993-03-15 2022-03-29",25.74,8.97,450,"1993-03-15 2022-03-29",-10.47,6.85,450,"1993-03-15 2022-03-29",47.68,15.63,450,"1993-03-15 2022-03-29",-5.47,5.58,450,"1993-03-15 2022-03-29",5.67,4.94,450,"1993-03-15 2022-03-29",1.81,4.32,450,"1993-03-15 2022-03-29",1.15,3.7,450,"1993-03-15 2022-03-29",0.8,2.64,450,"1993-03-15 2022-03-29",16.4,22.79,450,"1993-03-15 2022-03-29",14429,6557.11,105,"2016-03-15 2022-03-29"
2023-03-21,-3.16,6.49,450,"1993-03-14 2022-03-28",82.3,13.92,450,"1993-03-14 2022-03-28",3.95,6.09,450,"1993-03-14 2022-03-28",25.8,9.09,450,"1993-03-14 2022-03-28",-10.71,6.92,450,"1993-03-14 2022-03-28",48.07,15.65,450,"1993-03-14 2022-03-28",-5.76,5.6,450,"1993-03-14 2022-03-28",5.77,4.99,450,"1993-03-14 2022-03-28",1.85,4.31,450,"1993-03-14 2022-03-28",1.07,3.54,450,"1993-03-14 2022-03-28",0.95,2.88,450,"1993-03-14 2022-03-28",17.5,23.88,450,"1993-03-14 2022-03-28",14073,6454.3,105,"2016-03-14 2022-03-28"
2023-03-20,-3.45,6.57,450,"1993-03-13 2022-03-27",82.2,13.99,450,"1993-03-13 2022-03-27",3.54,6.14,450,"1993-03-13 2022-03-27",25.82,9.12,450,"1993-03-13 2022-03-27",-11.09,6.99,450,"1993-03-13 2022-03-27",48.09,15.39,450,"1993-03-13 2022-03-27",-6.15,5.7,450,"1993-03-13 2022-03-27",5.75,4.94,450,"1993-03-13 2022-03-27",1.79,4.02,450,"1993-03-13 2022-03-27",0.9,2.9,450,"1993-03-13 2022-03-27",1.07,3.21,450,"1993-03-13 2022-03-27",18.4,24.53,450,"1993-03-13 2022-03-27",14416,6212.01,105,"2016-03-13 2022-03-27"
2023-03-19,-3.71,6.64,450,"1993-03-12 2022-03-26",82.04,14.03,450,"1993-03-12 2022-03-26",3.17,6.18,450,"1993-03-12 2022-03-26",26.02,9.16,450,"1993-03-12 2022-03-26",-11.37,7.03,450,"1993-03-12 2022-03-26",48.24,15.19,450,"1993-03-12 2022-03-26",-6.41,5.77,450,"1993-03-12 2022-03-26",5.75,4.91,450,"1993-03-12 2022-03-26",1.8,4.01,450,"1993-03-12 2022-03-26",0.88,2.88,450,"1993-03-12 2022-03-26",1.13,3.26,450,"1993-03-12 2022-03-26",19.2,25.08,450,"1993-03-12 2022-03-26",14443,6042.21,105,"2016-03-12 2022-03-26"
2023-03-18,-3.85,6.65,450,"1993-03-11 2022-03-25",82,13.88,450,"1993-03-11 2022-03-25",2.98,6.27,450,"1993-03-11 2022-03-25",26.26,9.17,450,"1993-03-11 2022-03-25",-11.59,7.02,450,"1993-03-11 2022-03-25",48.35,14.9,450,"1993-03-11 2022-03-25",-6.61,5.82,450,"1993-03-11 2022-03-25",5.74,4.85,450,"1993-03-11 2022-03-25",1.68,3.67,450,"1993-03-11 2022-03-25",0.75,2.36,450,"1993-03-11 2022-03-25",1.15,3.24,450,"1993-03-11 2022-03-25",20,25.59,450,"1993-03-11 2022-03-25",14434,5762.08,105,"2016-03-11 2022-03-25"
2023-03-17,-4.1,6.63,450,"1993-03-10 2022-03-24",81.99,13.79,450,"1993-03-10 2022-03-24",2.7,6.14,450,"1993-03-10 2022-03-24",26.34,9.29,450,"1993-03-10 2022-03-24",-11.82,7.07,450,"1993-03-10 2022-03-24",48.58,15.08,450,"1993-03-10 2022-03-24",-6.86,5.84,450,"1993-03-10 2022-03-24",5.87,4.94,450,"1993-03-10 2022-03-24",1.74,3.79,450,"1993-03-10 2022-03-24",0.74,2.41,450,"1993-03-10 2022-03-24",1.25,3.34,450,"1993-03-10 2022-03-24",20.8,26.04,450,"1993-03-10 2022-03-24",14098,5871.66,105,"2016-03-10 2022-03-24"
2023-03-16,-4.17,6.77,450,"1993-03-09 2022-03-23",82.27,13.78,450,"1993-03-09 2022-03-23",2.53,6.28,450,"1993-03-09 2022-03-23",26.71,9.34,450,"1993-03-09 2022-03-23",-11.96,7.18,450,"1993-03-09 2022-03-23",48.98,15.04,450,"1993-03-09 2022-03-23",-7.06,5.87,450,"1993-03-09 2022-03-23",5.86,4.96,450,"1993-03-09 2022-03-23",1.8,3.86,450,"1993-03-09 2022-03-23",0.8,2.65,450,"1993-03-09 2022-03-23",1.24,3.21,450,"1993-03-09 2022-03-23",21.6,26.43,450,"1993-03-09 2022-03-23",14336,5594.02,105,"2016-03-09 2022-03-23"
2023-03-15,-4.19,6.81,450,"1993-03-08 2022-03-22",82.44,13.71,450,"1993-03-08 2022-03-22",2.35,6.23,450,"1993-03-08 2022-03-22",26.64,9.38,450,"1993-03-08 2022-03-22",-12.03,7.23,450,"1993-03-08 2022-03-22",49.57,15.13,450,"1993-03-08 2022-03-22",-7.19,5.86,450,"1993-03-08 2022-03-22",5.73,4.99,450,"1993-03-08 2022-03-22",1.89,4.01,450,"1993-03-08 2022-03-22",0.8,2.62,450,"1993-03-08 2022-03-22",1.36,3.62,450,"1993-03-08 2022-03-22",22.4,26.56,450,"1993-03-08 2022-03-22",14125,5513.73,105,"2016-03-08 2022-03-22"
2023-03-14,-4.34,6.82,450,"1993-03-07 2022-03-21",82.47,13.57,450,"1993-03-07 2022-03-21",2.17,6.15,450,"1993-03-07 2022-03-21",26.26,9.23,450,"1993-03-07 2022-03-21",-12.23,7.26,450,"1993-03-07 2022-03-21",49.68,15.07,450,"1993-03-07 2022-03-21",-7.41,5.96,450,"1993-03-07 2022-03-21",5.6,4.98,450,"1993-03-07 2022-03-21",1.85,3.92,450,"1993-03-07 2022-03-21",0.78,2.6,450,"1993-03-07 2022-03-21",1.37,3.62,450,"1993-03-07 2022-03-21",23,26.44,450,"1993-03-07 2022-03-21",13494,5744.35,106,"2015-03-07 2022-03-21"
2023-03-13,-4.66,6.99,450,"1993-03-06 2022-03-20",82.36,13.67,450,"1993-03-06 2022-03-20",1.84,6.22,450,"1993-03-06 2022-03-20",26.15,9.04,450,"1993-03-06 2022-03-20",-12.54,7.34,450,"1993-03-06 2022-03-20",49.8,15.03,450,"1993-03-06 2022-03-20",-7.72,6.11,450,"1993-03-06 2022-03-20",5.58,4.97,450,"1993-03-06 2022-03-20",1.8,3.93,450,"1993-03-06 2022-03-20",0.73,2.54,450,"1993-03-06 2022-03-20",1.37,3.66,450,"1993-03-06 2022-03-20",23.9,26.51,450,"1993-03-06 2022-03-20",13109,5736.7,107,"2015-03-06 2022-03-20"
2023-03-12,-5.01,6.96,450,"1993-03-05 2022-03-19",82.28,13.58,450,"1993-03-05 2022-03-19",1.4,6.17,450,"1993-03-05 2022-03-19",26.29,9.01,450,"1993-03-05 2022-03-19",-12.83,7.4,450,"1993-03-05 2022-03-19",50.1,15.03,450,"1993-03-05 2022-03-19",-8.05,6.24,450,"1993-03-05 2022-03-19",5.66,5.08,450,"1993-03-05 2022-03-19",1.88,4.3,450,"1993-03-05 2022-03-19",0.76,2.85,450,"1993-03-05 2022-03-19",1.45,3.88,450,"1993-03-05 2022-03-19",24.4,26.33,450,"1993-03-05 2022-03-19",12945,5532.77,108,"2015-03-05 2022-03-19"
2023-03-11,-5.19,6.96,450,"1993-03-04 2022-03-18",82.54,13.32,450,"1993-03-04 2022-03-18",1.07,6.13,450,"1993-03-04 2022-03-18",26.52,9.13,450,"1993-03-04 2022-03-18",-13.16,7.45,450,"1993-03-04 2022-03-18",50.32,14.73,450,"1993-03-04 2022-03-18",-8.37,6.34,450,"1993-03-04 2022-03-18",5.79,5.19,450,"1993-03-04 2022-03-18",1.84,4.32,450,"1993-03-04 2022-03-18",0.74,2.86,450,"1993-03-04 2022-03-18",1.45,3.85,450,"1993-03-04 2022-03-18",25,26.08,450,"1993-03-04 2022-03-18",12859,5216.73,109,"2015-03-04 2022-03-18"
2023-03-10,-5.35,7.08,450,"1993-03-03 2022-03-17",82.86,13.23,450,"1993-03-03 2022-03-17",0.73,6.11,450,"1993-03-03 2022-03-17",26.58,9.22,450,"1993-03-03 2022-03-17",-13.3,7.58,450,"1993-03-03 2022-03-17",50.93,14.55,450,"1993-03-03 2022-03-17",-8.66,6.45,450,"1993-03-03 2022-03-17",5.82,5.28,450,"1993-03-03 2022-03-17",1.97,4.55,450,"1993-03-03 2022-03-17",0.83,2.99,450,"1993-03-03 2022-03-17",1.49,3.93,450,"1993-03-03 2022-03-17",25.6,25.7,450,"1993-03-03 2022-03-17",12614,5141.71,110,"2015-03-03 2022-03-17"
2023-03-09,-5.35,6.97,450,"1993-03-02 2022-03-16",83.4,12.8,450,"1993-03-02 2022-03-16",0.45,5.97,450,"1993-03-02 2022-03-16",26.86,9.2,450,"1993-03-02 2022-03-16",-13.44,7.57,450,"1993-03-02 2022-03-16",51.59,14.55,450,"1993-03-02 2022-03-16",-8.88,6.5,450,"1993-03-02 2022-03-16",5.93,5.37,450,"1993-03-02 2022-03-16",2.02,4.58,450,"1993-03-02 2022-03-16",0.81,2.98,450,"1993-03-02 2022-03-16",1.57,3.99,450,"1993-03-02 2022-03-16",25.9,25.08,450,"1993-03-02 2022-03-16",12251,5086.51,111,"2015-03-02 2022-03-16"
2023-03-08,-5.39,6.9,450,"1993-03-01 2022-03-15",83.93,12.43,450,"1993-03-01 2022-03-15",0.27,5.9,450,"1993-03-01 2022-03-15",26.82,9.19,450,"1993-03-01 2022-03-15",-13.53,7.6,450,"1993-03-01 2022-03-15",52.12,14.62,450,"1993-03-01 2022-03-15",-9.09,6.59,450,"1993-03-01 2022-03-15",5.81,5.37,450,"1993-03-01 2022-03-15",2.13,4.72,450,"1993-03-01 2022-03-15",0.84,3.13,450,"1993-03-01 2022-03-15",1.69,4.12,450,"1993-03-01 2022-03-15",26.4,24.5,450,"1993-03-01 2022-03-15",11939,5108.27,112,"2015-03-01 2022-03-15"
2023-03-07,-5.77,7.02,450,"1993-02-28 2022-03-14",83.72,12.46,450,"1993-02-28 2022-03-14",-0.06,5.97,450,"1993-02-28 2022-03-14",26.74,9.23,450,"1993-02-28 2022-03-14",-13.91,7.63,450,"1993-02-28 2022-03-14",51.89,14.23,450,"1993-02-28 2022-03-14",-9.48,6.69,450,"1993-02-28 2022-03-14",5.55,5.2,450,"1993-02-28 2022-03-14",2.11,4.72,450,"1993-02-28 2022-03-14",0.84,3.12,450,"1993-02-28 2022-03-14",1.65,4.07,450,"1993-02-28 2022-03-14",26.6,23.85,450,"1993-02-28 2022-03-14",12069,4908.67,113,"2015-02-28 2022-03-14"
2023-03-06,-6.17,7.15,450,"1993-02-27 2022-03-13",83.4,12.39,450,"1993-02-27 2022-03-13",-0.34,6,450,"1993-02-27 2022-03-13",26.75,9.21,450,"1993-02-27 2022-03-13",-14.27,7.63,450,"1993-02-27 2022-03-13",51.84,14.16,450,"1993-02-27 2022-03-13",-9.91,6.74,450,"1993-02-27 2022-03-13",5.5,5.16,450,"1993-02-27 2022-03-13",2.04,4.71,450,"1993-02-27 2022-03-13",0.78,3.01,450,"1993-02-27 2022-03-13",1.6,3.99,450,"1993-02-27 2022-03-13",26.9,23.19,450,"1993-02-27 2022-03-13",12017,4841.89,114,"2015-02-27 2022-03-13"
2023-03-05,-6.37,7.2,450,"1993-02-26 2022-03-12",83.31,12.24,450,"1993-02-26 2022-03-12",-0.55,6,450,"1993-02-26 2022-03-12",26.79,9.22,450,"1993-02-26 2022-03-12",-14.53,7.63,450,"1993-02-26 2022-03-12",51.83,13.86,450,"1993-02-26 2022-03-12",-10.17,6.79,450,"1993-02-26 2022-03-12",5.54,5.22,450,"1993-02-26 2022-03-12",1.93,4.57,450,"1993-02-26 2022-03-12",0.75,2.97,450,"1993-02-26 2022-03-12",1.51,3.82,450,"1993-02-26 2022-03-12",27.3,22.84,450,"1993-02-26 2022-03-12",12101,4806.11,115,"2015-02-26 2022-03-12"
2023-03-04,-6.55,7.26,450,"1993-02-25 2022-03-11",83.37,12.07,450,"1993-02-25 2022-03-11",-0.75,6.03,450,"1993-02-25 2022-03-11",26.99,9.36,450,"1993-02-25 2022-03-11",-14.7,7.66,450,"1993-02-25 2022-03-11",52.1,13.94,450,"1993-02-25 2022-03-11",-10.38,6.87,450,"1993-02-25 2022-03-11",5.65,5.31,450,"1993-02-25 2022-03-11",2.04,4.72,450,"1993-02-25 2022-03-11",0.81,3.07,450,"1993-02-25 2022-03-11",1.58,3.94,450,"1993-02-25 2022-03-11",27.7,22.57,450,"1993-02-25 2022-03-11",11695,4934.07,116,"2015-02-25 2022-03-11"
2023-03-03,-6.73,7.27,450,"1993-02-24 2022-03-10",83.52,12.02,450,"1993-02-24 2022-03-10",-1.05,5.96,450,"1993-02-24 2022-03-10",27,9.47,450,"1993-02-24 2022-03-10",-14.86,7.69,450,"1993-02-24 2022-03-10",52.68,14.24,450,"1993-02-24 2022-03-10",-10.63,6.86,450,"1993-02-24 2022-03-10",5.61,5.4,450,"1993-02-24 2022-03-10",2.11,4.84,450,"1993-02-24 2022-03-10",0.81,3.07,450,"1993-02-24 2022-03-10",1.66,4.11,450,"1993-02-24 2022-03-10",27.9,22.24,450,"1993-02-24 2022-03-10",11305,5049.73,117,"2015-02-24 2022-03-10"
2023-03-02,-6.85,7.31,450,"1993-02-23 2022-03-09",83.6,12.07,450,"1993-02-23 2022-03-09",-1.25,5.97,450,"1993-02-23 2022-03-09",27.02,9.36,450,"1993-02-23 2022-03-09",-14.9,7.67,450,"1993-02-23 2022-03-09",53.01,14.17,450,"1993-02-23 2022-03-09",-10.71,6.91,450,"1993-02-23 2022-03-09",5.56,5.4,450,"1993-02-23 2022-03-09",2.2,4.96,450,"1993-02-23 2022-03-09",0.84,3.14,450,"1993-02-23 2022-03-09",1.71,4.23,450,"1993-02-23 2022-03-09",28.1,21.93,450,"1993-02-23 2022-03-09",11257,4987.37,118,"2015-02-23 2022-03-09"
2023-03-01,-6.95,7.2,450,"1993-02-22 2022-03-08",83.66,12.01,450,"1993-02-22 2022-03-08",-1.43,5.79,450,"1993-02-22 2022-03-08",26.8,9.29,450,"1993-02-22 2022-03-08",-14.96,7.59,450,"1993-02-22 2022-03-08",53.36,14.11,450,"1993-02-22 2022-03-08",-10.81,6.86,450,"1993-02-22 2022-03-08",5.5,5.36,450,"1993-02-22 2022-03-08",2.14,4.87,450,"1993-02-22 2022-03-08",0.78,2.95,450,"1993-02-22 2022-03-08",1.73,4.25,450,"1993-02-22 2022-03-08",28.1,21.41,450,"1993-02-22 2022-03-08",10911,4974.43,119,"2015-02-22 2022-03-08"
2023-02-28,-6.99,7.16,450,"1993-02-21 2022-03-07",83.94,11.9,450,"1993-02-21 2022-03-07",-1.59,5.71,450,"1993-02-21 2022-03-07",26.78,9.34,450,"1993-02-21 2022-03-07",-15.08,7.63,450,"1993-02-21 2022-03-07",53.82,13.91,450,"1993-02-21 2022-03-07",-11.01,6.86,450,"1993-02-21 2022-03-07",5.66,5.35,450,"1993-02-21 2022-03-07",2.2,5.15,450,"1993-02-21 2022-03-07",0.9,3.6,450,"1993-02-21 2022-03-07",1.65,3.95,450,"1993-02-21 2022-03-07",28.4,21.15,450,"1993-02-21 2022-03-07",10612,4911.8,120,"2015-02-21 2022-03-07"
2023-02-27,-7.07,7.18,450,"1993-02-20 2022-03-06",83.93,11.79,450,"1993-02-20 2022-03-06",-1.74,5.72,450,"1993-02-20 2022-03-06",26.97,9.29,450,"1993-02-20 2022-03-06",-15.1,7.58,450,"1993-02-20 2022-03-06",54.11,13.82,450,"1993-02-20 2022-03-06",-11.05,6.86,450,"1993-02-20 2022-03-06",5.69,5.42,450,"1993-02-20 2022-03-06",2.23,5.17,450,"1993-02-20 2022-03-06",0.95,3.69,450,"1993-02-20 2022-03-06",1.64,3.9,450,"1993-02-20 2022-03-06",28.8,21.24,450,"1993-02-20 2022-03-06",10655,4733.01,120,"2015-02-20 2022-03-06"
2023-02-26,-6.99,7,450,"1993-02-19 2022-03-05",84.07,11.54,450,"1993-02-19 2022-03-05",-1.73,5.63,450,"1993-02-19 2022-03-05",27.03,9.33,450,"1993-02-19 2022-03-05",-15.23,7.52,450,"1993-02-19 2022-03-05",54.25,13.42,450,"1993-02-19 2022-03-05",-11.22,6.83,450,"1993-02-19 2022-03-05",5.71,5.44,450,"1993-02-19 2022-03-05",2.1,4.91,450,"1993-02-19 2022-03-05",0.89,3.49,450,"1993-02-19 2022-03-05",1.56,3.62,450,"1993-02-19 2022-03-05",29,21.15,450,"1993-02-19 2022-03-05",10540,4620.82,120,"2015-02-19 2022-03-05"
2023-02-25,-7.01,7.1,450,"1993-02-18 2022-03-04",84.34,11.48,450,"1993-02-18 2022-03-04",-1.77,5.76,450,"1993-02-18 2022-03-04",27.01,9.41,450,"1993-02-18 2022-03-04",-15.38,7.64,450,"1993-02-18 2022-03-04",54.28,13.32,450,"1993-02-18 2022-03-04",-11.38,6.89,450,"1993-02-18 2022-03-04",5.6,5.38,450,"1993-02-18 2022-03-04",2.05,4.74,450,"1993-02-18 2022-03-04",0.86,3.34,450,"1993-02-18 2022-03-04",1.55,3.59,450,"1993-02-18 2022-03-04",29.6,21.37,450,"1993-02-18 2022-03-04",10436,4611.78,120,"2015-02-18 2022-03-04"
2023-02-24,-7.08,7.22,450,"1993-02-17 2022-03-03",84.5,11.68,450,"1993-02-17 2022-03-03",-1.9,5.78,450,"1993-02-17 2022-03-03",26.74,9.36,450,"1993-02-17 2022-03-03",-15.51,7.66,450,"1993-02-17 2022-03-03",54.47,13.25,450,"1993-02-17 2022-03-03",-11.6,6.92,450,"1993-02-17 2022-03-03",5.44,5.24,450,"1993-02-17 2022-03-03",2.07,4.68,450,"1993-02-17 2022-03-03",0.87,3.32,450,"1993-02-17 2022-03-03",1.56,3.57,450,"1993-02-17 2022-03-03",29.9,21.52,450,"1993-02-17 2022-03-03",10164,4514.61,120,"2015-02-17 2022-03-03"
2023-02-23,-7.16,7.25,450,"1993-02-16 2022-03-02",84.54,11.64,450,"1993-02-16 2022-03-02",-2,5.8,450,"1993-02-16 2022-03-02",26.7,9.47,450,"1993-02-16 2022-03-02",-15.62,7.59,450,"1993-02-16 2022-03-02",54.56,13.12,450,"1993-02-16 2022-03-02",-11.72,6.89,450,"1993-02-16 2022-03-02",5.41,5.24,450,"1993-02-16 2022-03-02",2.14,4.79,450,"1993-02-16 2022-03-02",0.81,3.24,450,"1993-02-16 2022-03-02",1.74,4.34,450,"1993-02-16 2022-03-02",30.2,21.58,450,"1993-02-16 2022-03-02",9987,4538.46,120,"2015-02-16 2022-03-02"
2023-02-22,-7.35,7.47,450,"1993-02-15 2022-03-01",84.36,11.87,450,"1993-02-15 2022-03-01",-2.12,5.92,450,"1993-02-15 2022-03-01",26.36,9.42,450,"1993-02-15 2022-03-01",-15.77,7.75,450,"1993-02-15 2022-03-01",54.68,13.2,450,"1993-02-15 2022-03-01",-11.87,7.02,450,"1993-02-15 2022-03-01",5.3,5.16,450,"1993-02-15 2022-03-01",2.09,4.76,450,"1993-02-15 2022-03-01",0.82,3.24,450,"1993-02-15 2022-03-01",1.69,4.29,450,"1993-02-15 2022-03-01",30.5,21.74,450,"1993-02-15 2022-03-01",9803,4460.9,120,"2015-02-15 2022-03-01"
2023-02-21,-7.61,7.65,450,"1993-02-14 2022-02-28",84.28,11.92,450,"1993-02-14 2022-02-28",-2.41,6.09,450,"1993-02-14 2022-02-28",26.34,9.27,450,"1993-02-14 2022-02-28",-16.05,7.81,450,"1993-02-14 2022-02-28",54.69,12.9,450,"1993-02-14 2022-02-28",-12.14,7.06,450,"1993-02-14 2022-02-28",5.36,5.17,450,"1993-02-14 2022-02-28",2.05,4.61,450,"1993-02-14 2022-02-28",0.73,3.03,450,"1993-02-14 2022-02-28",1.75,4.25,450,"1993-02-14 2022-02-28",30.7,21.59,450,"1993-02-14 2022-02-28",9859,4357.64,120,"2015-02-14 2022-02-28"
2023-02-20,-7.86,7.75,450,"1993-02-13 2022-02-27",84.16,12.08,450,"1993-02-13 2022-02-27",-2.72,6.19,450,"1993-02-13 2022-02-27",26.45,9.22,450,"1993-02-13 2022-02-27",-16.33,7.86,450,"1993-02-13 2022-02-27",54.95,12.81,450,"1993-02-13 2022-02-27",-12.46,7.11,450,"1993-02-13 2022-02-27",5.44,5.17,450,"1993-02-13 2022-02-27",2.11,4.72,450,"1993-02-13 2022-02-27",0.71,3.03,450,"1993-02-13 2022-02-27",1.89,4.55,450,"1993-02-13 2022-02-27",30.9,21.36,450,"1993-02-13 2022-02-27",9690,4236.97,120,"2015-02-13 2022-02-27"
2023-02-19,-8.04,7.74,450,"1993-02-12 2022-02-26",84.18,12.09,450,"1993-02-12 2022-02-26",-3,6.19,450,"1993-02-12 2022-02-26",26.57,9.13,450,"1993-02-12 2022-02-26",-16.66,7.91,450,"1993-02-12 2022-02-26",54.99,12.61,450,"1993-02-12 2022-02-26",-12.74,7.13,450,"1993-02-12 2022-02-26",5.39,5.06,450,"1993-02-12 2022-02-26",2.1,4.68,450,"1993-02-12 2022-02-26",0.73,3.14,450,"1993-02-12 2022-02-26",1.92,4.68,450,"1993-02-12 2022-02-26",31,20.96,450,"1993-02-12 2022-02-26",9572,4216.21,120,"2015-02-12 2022-02-26"
2023-02-18,-8.21,7.75,450,"1993-02-11 2022-02-25",84.21,11.95,450,"1993-02-11 2022-02-25",-3.23,6.2,450,"1993-02-11 2022-02-25",26.53,8.95,450,"1993-02-11 2022-02-25",-16.9,7.83,450,"1993-02-11 2022-02-25",55.07,12.59,450,"1993-02-11 2022-02-25",-12.98,7.02,450,"1993-02-11 2022-02-25",5.33,4.97,450,"1993-02-11 2022-02-25",2.15,4.69,450,"1993-02-11 2022-02-25",0.76,3.16,450,"1993-02-11 2022-02-25",1.96,4.68,450,"1993-02-11 2022-02-25",31,20.58,450,"1993-02-11 2022-02-25",9129,4116.63,120,"2015-02-11 2022-02-25"
2023-02-17,-8.32,7.66,450,"1993-02-10 2022-02-24",84.33,11.72,450,"1993-02-10 2022-02-24",-3.36,6.11,450,"1993-02-10 2022-02-24",26.22,8.68,450,"1993-02-10 2022-02-24",-17.05,7.71,450,"1993-02-10 2022-02-24",54.97,12.47,450,"1993-02-10 2022-02-24",-13.15,6.88,450,"1993-02-10 2022-02-24",5.2,4.83,450,"1993-02-10 2022-02-24",2.03,4.54,450,"1993-02-10 2022-02-24",0.7,3.05,450,"1993-02-10 2022-02-24",1.9,4.57,450,"1993-02-10 2022-02-24",31.1,20.18,450,"1993-02-10 2022-02-24",9193,4009.25,120,"2015-02-10 2022-02-24"
2023-02-16,-8.48,7.6,450,"1993-02-09 2022-02-23",84.16,11.64,450,"1993-02-09 2022-02-23",-3.51,6.07,450,"1993-02-09 2022-02-23",25.89,8.62,450,"1993-02-09 2022-02-23",-17.31,7.51,450,"1993-02-09 2022-02-23",54.95,12.23,450,"1993-02-09 2022-02-23",-13.41,6.7,450,"1993-02-09 2022-02-23",5.19,4.77,450,"1993-02-09 2022-02-23",1.9,4.33,450,"1993-02-09 2022-02-23",0.64,3.04,450,"1993-02-09 2022-02-23",1.83,4.37,450,"1993-02-09 2022-02-23",31.2,19.85,450,"1993-02-09 2022-02-23",9257,3878.58,120,"2015-02-09 2022-02-23"
2023-02-15,-8.75,7.64,450,"1993-02-08 2022-02-22",83.9,11.6,450,"1993-02-08 2022-02-22",-3.78,6.08,450,"1993-02-08 2022-02-22",25.97,8.71,450,"1993-02-08 2022-02-22",-17.67,7.4,450,"1993-02-08 2022-02-22",54.9,12.23,450,"1993-02-08 2022-02-22",-13.73,6.6,450,"1993-02-08 2022-02-22",5.24,4.76,450,"1993-02-08 2022-02-22",1.87,4.28,450,"1993-02-08 2022-02-22",0.64,3.04,450,"1993-02-08 2022-02-22",1.8,4.38,450,"1993-02-08 2022-02-22",31.2,19.53,450,"1993-02-08 2022-02-22",9208,3850.46,120,"2015-02-08 2022-02-22"
2023-02-14,-8.92,7.65,450,"1993-02-07 2022-02-21",83.88,11.49,450,"1993-02-07 2022-02-21",-4.01,6.13,450,"1993-02-07 2022-02-21",26.01,8.64,450,"1993-02-07 2022-02-21",-17.96,7.37,450,"1993-02-07 2022-02-21",54.88,12.24,450,"1993-02-07 2022-02-21",-14.02,6.53,450,"1993-02-07 2022-02-21",5.3,4.81,450,"1993-02-07 2022-02-21",1.87,4.31,450,"1993-02-07 2022-02-21",0.62,3.01,450,"1993-02-07 2022-02-21",1.84,4.43,450,"1993-02-07 2022-02-21",31.3,19.5,450,"1993-02-07 2022-02-21",8924,3899.27,120,"2015-02-07 2022-02-21"
